Cluster 1	0.9910946567940765
Cluster 2	0.0009005403241945167
Cluster 3	0.0006003602161296778
Cluster 4	0.00040024014408645187
Cluster 5	0.00040024014408645187
Cluster 6	0.0003001801080648389
Cluster 7	0.0003001801080648389
Cluster 8	0.0003001801080648389
Cluster 9	0.0003001801080648389
Cluster 10	0.00020012007204322593
Cluster 11	0.00020012007204322593
Cluster 12	0.00020012007204322593
Cluster 13	0.00010006003602161297
Cluster 14	0.00010006003602161297
Cluster 15	0.00010006003602161297
Cluster 16	0.00010006003602161297
Cluster 17	0.00010006003602161297
Cluster 18	0.00010006003602161297
Cluster 19	0.00010006003602161297
Cluster 20	0.00010006003602161297
Cluster 21	0.00010006003602161297
Cluster 22	0.00010006003602161297
Cluster 23	0.00010006003602161297
Cluster 24	0.00010006003602161297
Cluster 25	0.00010006003602161297
Cluster 26	0.00010006003602161297
Cluster 27	0.00010006003602161297
Cluster 28	0.00010006003602161297
Cluster 29	0.00010006003602161297
Cluster 30	0.00010006003602161297
Cluster 31	0.00010006003602161297
Cluster 32	0.00010006003602161297
Cluster 33	0.00010006003602161297
Cluster 34	0.00010006003602161297
Cluster 35	0.00010006003602161297
Cluster 36	0.00010006003602161297
Cluster 37	0.00010006003602161297
Cluster 38	0.00010006003602161297
Cluster 39	0.00010006003602161297
Cluster 40	0.00010006003602161297
Cluster 41	0.00010006003602161297
Cluster 42	0.00010006003602161297
Cluster 43	0.00010006003602161297
Cluster 44	0.00010006003602161297
Cluster 45	0.00010006003602161297
Cluster 46	0.00010006003602161297
Cluster 47	0.00010006003602161297
Cluster 48	0.00010006003602161297
Cluster 49	0.00010006003602161297
Cluster 50	0.00010006003602161297
Cluster 51	0.00010006003602161297
Cluster 52	0.00010006003602161297
Cluster 53	0.00010006003602161297
Cluster 54	0.00010006003602161297
Cluster 55	0.00010006003602161297
Cluster 56	0.00010006003602161297
Cluster 57	0.00010006003602161297
Cluster 58	0.00010006003602161297
Cluster 59	0.00010006003602161297
Cluster 60	0.00010006003602161297
