Cluster 1	0.4975646309479206
Cluster 2	0.47058823529411764
Cluster 3	0.011614837017609592
Cluster 4	0.005245410266017235
Cluster 5	0.003746721618583739
Cluster 6	0.0026227051330086175
Cluster 7	0.0014986886474334957
Cluster 8	0.0014986886474334957
Cluster 9	0.0007493443237167478
Cluster 10	0.0007493443237167478
Cluster 11	0.0003746721618583739
Cluster 12	0.0003746721618583739
Cluster 13	0.0003746721618583739
Cluster 14	0.0003746721618583739
Cluster 15	0.0003746721618583739
Cluster 16	0.0003746721618583739
Cluster 17	0.0003746721618583739
Cluster 18	0.0003746721618583739
Cluster 19	0.0003746721618583739
Cluster 20	0.0003746721618583739
Cluster 21	0.0003746721618583739
